movie_id,reviews_users,reviews_critics
tt0191754,205,120
tt0253867,414,101
tt5177088,393,205
tt3416532,234,349
tt0472399,205,259
tt0106918,171,72
tt1232829,400,386
tt0125439,654,164
tt3281548,713,315
tt0120630,383,193
tt0343135,288,56
tt0103859,55,24
tt0889583,411,163
tt0056937,219,85
tt2334871,307,162
tt1648179,133,155
tt0257756,186,114
tt0117057,78,32
tt1486185,309,299
tt0265349,474,172
tt0097742,356,101
tt1255919,869,103
tt1598828,185,127
tt0179626,264,153
tt0399295,475,159
tt0108255,331,48
tt0104412,73,27
tt1568338,178,256
tt1032751,110,98
tt0119640,42,21
tt1634037,.,.
tt0298203,603,129
tt2066051,882,337
tt0183790,686,170
tt0288045,132,98
tt1053810,148,105
tt0167404,2197,265
tt0396269,667,185
tt1155076,463,266
tt6146586,2149,368
tt2322441,1525,399
tt8946378,1799,416
tt1041829,327,232
tt1800241,810,544
tt0349205,287,111
tt2872732,1110,433
tt1091191,489,347
tt0096874,394,146
tt0150377,362,132
tt0338459,206,93
tt0117913,260,80
tt0104694,211,58
tt1285016,824,576
tt1135503,314,263
tt1001508,239,164
tt2869728,76,129
tt0362120,412,152
tt2561572,158,189
tt0134084,756,222
